"","Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRatio","Eccentricity","ConvexArea","EquivalentDiameter","Extent","Solidity","Roundness","Compactness","SF1","SF2","SF3","SF4","Class"
"1",30451,683.088,228.4132029,139.7512112,1.63442735800776,0.758226114,17482,196.904589526833,0.762667818,1.74184875872326,0.820083570290632,0.862054325349301,0.00750100827230633,0.00458938002692851,0.743137659853439,1.21460452203032,"DERMASON"
"2",69976,1101.054,363.6692167,238.0051636,1.52798876797142,0.807237735,69380,298.489883216145,0.67159708,1.00859037186509,0.725340186358884,0.820773025346208,0.00519705637218475,0.00340123990511032,0.673668359135967,1.02935768609749,"CALI"
"3",34995,852.337,257.5127042,169.9415444,1.51530165922159,0.558535881,35481,211.0853331428,0.775010288,0.986302528113638,0.605331366924315,0.819708424866133,0.00735855705672239,0.00485616643520503,0.671921901796517,1.01816437265959,"SEKER"
"4",47130,1039.752,323.202651,209.4110334,1.54338883559514,0.719931035,64128,244.964854098232,0.726418093,0.734936377245509,0.5478324771319,0.757929594142569,0.00685768408656906,0.00444326402291534,0.574457269677119,0.886610936546129,"SIRA"
"5",68414,1240.749,390.2530693,219.6137376,1.77699753013994,0.858413458,84801,295.139645275777,0.77484464,0.806759354252898,0.558453451783342,0.756277575997471,0.00570428668547373,0.0032100701259976,0.57195577195661,1.01636399411618,"CALI"
"6",57014,923.038,383.1508728,185.8884983,2.06118655163723,0.924070748,56190,269.429915569022,0.739304947,1.01466453105535,0.840915222362162,0.703195359050276,0.0067202945381836,0.00326040092433437,0.494483712989846,1.01922317921831,"HOROZ"
"7",41093,726.618,315.9397887,158.0653086,1.99879272370585,0.762094383,39265,228.738349674474,0.796065256,1.04655545651343,0.978059797533698,0.723993488175914,0.007688408943129,0.00384652638162217,0.524166570921127,1.047700327967,"SIRA"
"8",26814,909.631,255.5822656,134.0504044,1.90661316348852,0.684477702,28494,184.771873272229,0.736055927,0.941040218993472,0.407231124843923,0.722944813242273,0.00953167246960543,0.00499926920265533,0.522649202993905,0.996489850314965,"DERMASON"
"9",35270,495.164,235.8823434,198.8371317,1.1863093245375,0.670520806,32947,211.91309242897,0.732501606,1.07050717819528,1.80766187518628,0.898384717458975,0.00668790313013893,0.00563757107173235,0.807095100563843,0.957464443587415,"DERMASON"
"10",34022,592.714,263.0151742,193.381869,1.36008187096382,0.716664462,37958,208.130141476384,0.753101265,0.896306443964382,1.21696848943781,0.79132370255611,0.00773073817529834,0.00568402413144436,0.626193202227111,0.851674022069873,"DERMASON"
"11",49021,934.663,346.3927441,192.8756515,1.79593816744671,0.879474641,36538,249.830894251416,0.612729073,1.34164431550714,0.705150679413083,0.721235933796849,0.0070662112992391,0.003934551549336,0.520181272199813,0.934213400734629,"HOROZ"
"12",52319,1136.057,358.2390414,198.3391518,1.80619427959054,0.847339108,52352,258.098081629831,0.781609489,0.999369651589242,0.509411863069443,0.720463299089855,0.00684720735105793,0.00379095838605478,0.519067365335438,0.937536505991001,"HOROZ"
"13",43462,1048.28,288.3574634,214.4824582,1.34443378642702,0.680627679,42637,235.239318765549,0.776733949,1.01934939137369,0.497009822008631,0.815790637051183,0.00663470303713589,0.00493494220698541,0.665514363500375,0.894739995642374,"SEKER"
"14",83040,1042.405,463.9398636,279.4245109,1.66034061258869,0.800226995,71255,325.161208933058,0.689400796,1.16539190232264,0.960338262823518,0.700869303210827,0.00558694440751445,0.00336493871507707,0.49121778018323,0.815588830063879,"CALI"
"15",43631,636.569,268.3812529,249.5487625,1.07546617427125,0.495794502,45752,235.696233691461,0.778262074,0.953641370869033,1.35305066906328,0.878214223775469,0.00615115979234948,0.00571952883271069,0.771260222841549,0.829464281226993,"SEKER"
"16",32743,697.474,225.8011494,177.1235529,1.27482283244105,0.652095125,50045,204.180514283963,0.81176743,0.654271155959636,0.84580896945418,0.904249224711708,0.00689616557432123,0.00540950899123477,0.817666660391725,1.04238012799319,"DERMASON"
"17",69635,1135.87,400.1027302,192.3708357,2.07985128693809,0.842879673,68883,297.761709589452,0.7950857,1.010917062265,0.678234980776889,0.74421314106157,0.00574571307819344,0.00276255957061822,0.553853199328728,1.15193228939863,"CALI"
"18",36601,721.533,275.0232283,165.1725933,1.66506575216435,0.683647284,36793,215.874594560943,0.780918956,0.994781616068274,0.88346717433062,0.784932225162682,0.00751409055217071,0.00451278908499768,0.61611859809884,1.02587797696589,"SEKER"
"19",146845,1495.346,561.0813699,334.0417835,1.67967421327099,0.777434609,148631,432.398960390326,0.80316647,0.987983664242318,0.825250205130906,0.770652856407247,0.00382090891688515,0.0022747916748953,0.593905825088649,0.997568299512834,"BOMBAY"
"20",35940,549.026,237.5388471,170.1975259,1.39566568811092,0.553440426,35949,213.916407126199,0.788184435,0.999749645330885,1.49831150218628,0.900553361009384,0.00660931683639399,0.00473560172231497,0.810996356025297,1.1318797872875,"SEKER"
"21",45640,863.484,259.7149062,214.1476901,1.21278406542103,0.756931016,43498,241.061512526809,0.698702135,1.0492436433859,0.769213522551484,0.92817742367538,0.00569051065293602,0.00469210539219982,0.861513329820665,1.04482963855431,"SIRA"
"22",40419,526.416,242.0855668,208.9948017,1.15833295771394,0.633016266,40356,226.854731400186,0.791825282,1.00156110615522,1.83289365089242,0.937084909269304,0.00598940020287489,0.00517070688784977,0.878128127180259,1.01716475080852,"SEKER"
"23",47672,1086.112,360.4000647,181.6310288,1.98424281952864,0.935007032,48426,246.369388473111,0.809977383,0.98442985173254,0.507836617379182,0.683599734306904,0.00755999464465514,0.00381001486826649,0.46730859674447,0.92725372759422,"HOROZ"
"24",41208,785.943,268.8656031,212.2342728,1.2668340487748,0.690317193,42626,229.058191644496,0.790837046,0.966733918265847,0.838318982782258,0.851943086075245,0.00652459724082702,0.005150317239371,0.725807021911412,0.919477048197216,"SEKER"
"25",202079,1884.155,623.3302322,396.2258876,1.57316887085699,0.798957439,205017,507.24251986652,0.748783055,0.985669481067424,0.71531576026777,0.813762101793528,0.00308458688037847,0.00196074746806942,0.662208758315421,1.04176620459068,"BOMBAY"
"26",40522,600.013,233.7454657,182.5692603,1.28031118336081,0.579263328,39720,227.143595181018,0.777975735,1.02019133937563,1.41442334664394,0.971756155785905,0.0057683595503677,0.00450543557326884,0.9443100263078,1.20901068724161,"SEKER"
"27",62906,902.905,430.9621476,171.2573202,2.51645971743986,0.85507442,63382,283.009552490919,0.601244915,0.992489981382727,0.969656289107984,0.656692366294767,0.00685089097383397,0.00272243220360538,0.431244863949821,1.08521032848256,"HOROZ"
"28",47103,1005.126,317.1082143,174.4223882,1.81804765759995,0.777727244,45905,244.894675882634,0.797492221,1.02609737501362,0.585891797519766,0.772274778258981,0.00673222967326922,0.00370299955841454,0.596408333134959,1.08429877302911,"SIRA"
"29",43516,562.928,236.9118215,240.5464373,0.984890169894859,0.563276764,41603,235.385411673484,0.776316026,1.04598226089465,1.72565164649843,0.993557055039077,0.00544424628872139,0.00552776995358029,0.987155621617924,0.972239867887942,"SEKER"
"30",23588,669.166,241.6650449,145.6654098,1.65904208302993,0.812028091,26216,173.300820486266,0.777509631,0.899755874275252,0.661962290481202,0.717111655754672,0.0102452537264711,0.00617540316262506,0.514249126819207,0.853160942554458,"DERMASON"
"31",49398,894.443,308.2740828,212.3802993,1.4515192031279,0.759737043,48073,250.789726725055,0.695286892,1.02756224907952,0.775914540689626,0.813528417462717,0.00624061870521074,0.00429937040568444,0.661828486019393,0.960656756634211,"SIRA"
"32",42406,1033.457,265.4833953,183.7237869,1.44501373382044,0.585376319,38077,232.363930363642,0.778304163,1.11369067941277,0.498944627403272,0.875248450476788,0.00626051491062585,0.00433249509267556,0.766059850062019,1.10696700426805,"SEKER"
"33",44729,1068.702,334.596407,202.3567249,1.65349783737284,0.797162032,45356,238.643524103335,0.705064607,0.986176029632243,0.492136763198144,0.713227993818042,0.00748052509557558,0.00452406100963581,0.508694171165709,0.841124711906668,"HOROZ"
"34",44186,958.716,309.8621869,194.9753283,1.58923792872516,0.774607068,44257,237.190561624336,0.817335535,0.998395734008179,0.604108020203787,0.76547114056509,0.00701267792739782,0.00441260418005703,0.585946067038019,0.931207713924155,"SIRA"
"35",182505,1536.164,618.9698129,341.095189,1.81465418704572,0.79279832,181018,482.050394784499,0.817016537,1.00821465268647,0.971872883055226,0.778794675827556,0.00339152249472617,0.00186896352976631,0.606521147097348,1.10062613911197,"BOMBAY"
"36",56052,1202.116,369.0488126,206.0895897,1.79072030342346,0.851460465,55022,267.147193437429,0.63276123,1.01871978481335,0.487425473420646,0.72388037656954,0.00658404361307357,0.00367675711303789,0.524002799582458,0.938342452263041,"HOROZ"
"37",44560,792.58,292.5316598,208.3063722,1.40433370669589,0.752412913,51538,238.192262916743,0.700896479,0.864604757654546,0.891392196702752,0.814244390092997,0.00656489362208259,0.0046747390529623,0.662993926797917,0.931064718736983,"SIRA"
"38",38618,940.756,275.8250071,176.3290774,1.56426274762554,0.745918534,37298,221.743015084089,0.755945205,1.0353906375677,0.548334597098457,0.803926436603685,0.00714239492205707,0.00456598159925423,0.646297715470298,1.01097944018568,"DERMASON"
"39",75990,1035.12,432.0965023,229.4042566,1.88355921857816,0.827979404,77867,311.052203021334,0.742564755,0.975894794970912,0.891219968831318,0.719867440179772,0.00568622848137913,0.00301887428082642,0.518209131430977,0.976077586658199,"CALI"
